SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,LANDAREA_AVG,LIVINGAREA_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,LANDAREA_MODE,LIVINGAREA_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,LANDAREA_MEDI,LIVINGAREA_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,NAME_TYPE_SUITE_Children,NAME_TYPE_SUITE_Family,NAME_TYPE_SUITE_Other_A,NAME_TYPE_SUITE_Other_B,"NAME_TYPE_SUITE_Spouse, partner",NAME_TYPE_SUITE_Unaccompanied,NAME_INCOME_TYPE_Commercial associate,NAME_INCOME_TYPE_Pensioner,NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Incomplete higher,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Civil marriage,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Widow,NAME_HOUSING_TYPE_Co-op apartment,NAME_HOUSING_TYPE_House / apartment,NAME_HOUSING_TYPE_Municipal apartment,NAME_HOUSING_TYPE_Office apartment,NAME_HOUSING_TYPE_Rented apartment,NAME_HOUSING_TYPE_With parents,WEEKDAY_APPR_PROCESS_START_FRIDAY,WEEKDAY_APPR_PROCESS_START_MONDAY,WEEKDAY_APPR_PROCESS_START_SATURDAY,WEEKDAY_APPR_PROCESS_START_SUNDAY,WEEKDAY_APPR_PROCESS_START_THURSDAY,WEEKDAY_APPR_PROCESS_START_TUESDAY,WEEKDAY_APPR_PROCESS_START_WEDNESDAY,HOUSETYPE_MODE_block of flats,HOUSETYPE_MODE_specific housing,HOUSETYPE_MODE_terraced house,WALLSMATERIAL_MODE_Block,WALLSMATERIAL_MODE_Mixed,WALLSMATERIAL_MODE_Monolithic,WALLSMATERIAL_MODE_Others,WALLSMATERIAL_MODE_Panel,"WALLSMATERIAL_MODE_Stone, brick",WALLSMATERIAL_MODE_Wooden
392194,0,0,1,1,0,1,450000.0,540000.0,34510.5,540000.0,0.025164,-14968,-5224,-3350.0,-3908,1,1,1,1,1,0,3.0,2,2,10,0,0,0,0,0,0,0.7552824562517498,0.5069389285240896,0.7076993447402619,0.0392,0.0691,0.9588,0.0,0.1724,0.125,0.0635,0.0615,0.0,0.0399,0.0718,0.9588,0.0,0.1724,0.125,0.0649,0.064,0.0,0.0396,0.0691,0.9588,0.0,0.1724,0.125,0.0646,0.0626,0.0,0.0825,0,7.0,1.0,7.0,0.0,-845.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
454213,0,0,1,0,1,0,180000.0,379008.0,38965.5,360000.0,0.031329,-21747,-1798,-3610.0,-4366,1,1,0,1,1,0,2.0,2,2,13,0,0,0,0,0,0,0.6073377184392394,0.656655471862621,0.2778856891082046,0.0619,0.0927,0.9727,0.0,0.069,0.1667,0.0301,0.0471,0.0237,0.063,0.0962,0.9727,0.0,0.069,0.1667,0.0308,0.0491,0.0251,0.0625,0.0927,0.9727,0.0,0.069,0.1667,0.0307,0.0479,0.0242,0.0399,0,3.0,1.0,3.0,0.0,-1824.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
185036,0,1,0,0,1,0,202500.0,292500.0,14625.0,292500.0,0.0196889999999999,-15300,-1615,-7639.0,-591,1,1,0,1,0,0,2.0,2,2,13,0,0,0,0,0,0,0.842415261264191,0.6859303492252723,0.3392876999089139,0.1082,0.1308,0.9871,0.0,0.2414,0.1667,0.0888,0.1016,0.0,0.1103,0.1357,0.9871,0.0,0.2414,0.1667,0.0908,0.1058,0.0,0.1093,0.1308,0.9871,0.0,0.2414,0.1667,0.0903,0.1034,0.0,0.1359,0,2.0,0.0,2.0,0.0,-268.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
328958,0,0,0,1,0,0,211500.0,634482.0,20596.5,454500.0,0.010966,-14816,-187,-5070.0,-4301,1,1,0,1,0,0,2.0,2,2,13,0,0,0,0,0,0,0.5491131717793546,0.6073793169849446,0.445396241560834,0.0825,0.0805,0.9767,0.0,0.1379,0.1667,0.0656,0.0624,0.0053,0.084,0.0836,0.9767,0.0,0.1379,0.1667,0.0671,0.065,0.0056,0.0833,0.0805,0.9767,0.0,0.1379,0.1667,0.0668,0.0635,0.0054,0.0541,0,0.0,0.0,0.0,0.0,-2162.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
346745,0,0,0,1,0,0,112500.0,1078200.0,31653.0,900000.0,0.008068,-14057,-835,-4533.0,-5032,1,1,1,1,0,0,2.0,3,3,19,0,0,0,0,0,0,0.6215366943972712,0.1893815639626458,0.5937175866150576,0.0649,0.0847,0.9791,0.0,0.1379,0.1667,0.0531,0.0599,0.0242,0.0662,0.0879,0.9791,0.0,0.1379,0.1667,0.0543,0.0623,0.0256,0.0656,0.0847,0.9791,0.0,0.1379,0.1667,0.054,0.061,0.0247,0.0472,0,1.0,0.0,1.0,0.0,-356.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
222680,0,0,1,1,1,0,247500.0,1223010.0,51948.0,1125000.0,0.025164,-21948,365243,-7126.0,-5194,1,0,0,1,0,0,2.0,2,2,16,0,0,0,0,0,0,0.8209521329732514,0.6243662834110812,0.4489622731076524,0.2041,0.1223,0.9896,0.24,0.2069,0.375,0.0,0.2405,0.0,0.208,0.127,0.9896,0.2417,0.2069,0.375,0.0,0.2506,0.0,0.2061,0.1223,0.9896,0.24,0.2069,0.375,0.0,0.2448,0.0,0.1912,0,1.0,1.0,1.0,1.0,-954.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
191948,0,0,0,0,1,0,90000.0,533668.5,21294.0,477000.0,0.020246,-21083,365243,-6334.0,-4144,1,0,0,1,0,0,1.0,3,3,8,0,0,0,0,0,0,0.7827098166475172,0.4592492964409429,0.8128226070575616,0.166,0.0899,0.9911,0.08,0.069,0.3333,0.0158,0.1196,0.0024,0.1691,0.0933,0.9911,0.0806,0.069,0.3333,0.0162,0.1246,0.0026,0.1676,0.0899,0.9911,0.08,0.069,0.3333,0.0161,0.1217,0.0025,0.1165,0,3.0,0.0,3.0,0.0,-1584.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
172697,0,0,0,0,1,0,225000.0,517536.0,25029.0,432000.0,0.032561,-22266,-5165,-16417.0,-4918,1,1,0,1,0,1,1.0,1,1,19,0,0,0,0,0,0,0.8425501623086559,0.7366048472624444,0.8016009030071296,0.1216,0.0994,0.9742,0.0,0.2069,0.1667,0.0219,0.1072,0.0,0.1239,0.1028,0.9742,0.0,0.2069,0.1667,0.0223,0.1116,0.0,0.1228,0.0994,0.9742,0.0,0.2069,0.1667,0.0223,0.1091,0.0,0.0914,0,0.0,0.0,0.0,0.0,-1735.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
389813,0,0,0,0,1,1,202500.0,1288350.0,37800.0,1125000.0,0.00963,-16290,-3685,-4940.0,-481,1,1,0,1,0,0,2.0,2,2,11,0,0,0,0,0,0,0.533980269675605,0.3283895577635901,0.4686596550493113,0.0082,0.0,0.9742,0.0,0.0345,0.0417,0.0189,0.0064,0.0,0.0084,0.0,0.9742,0.0,0.0345,0.0417,0.0194,0.0066,0.0,0.0083,0.0,0.9742,0.0,0.0345,0.0417,0.0193,0.0065,0.0,0.0055,0,1.0,1.0,1.0,1.0,-398.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
171939,0,0,1,1,0,0,292500.0,599778.0,28984.5,477000.0,0.010006,-18421,-1240,-1973.0,-1960,1,1,0,1,0,0,2.0,2,1,14,0,0,0,0,0,0,0.5489599682026757,0.5888478383266021,0.3490552510751822,0.0309,0.0,0.9831,0.0,0.0345,0.0417,0.0432,0.0215,0.0,0.0315,0.0,0.9831,0.0,0.0345,0.0417,0.0442,0.0224,0.0,0.0312,0.0,0.9831,0.0,0.0345,0.0417,0.0439,0.0219,0.0,0.0216,1,3.0,0.0,3.0,0.0,-1822.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
294977,0,0,1,0,0,1,450000.0,1096020.0,56092.5,900000.0,0.010032,-17369,-2818,-6477.0,-895,1,1,0,1,0,1,3.0,2,2,2,0,0,0,0,0,0,0.4420626812862827,0.6297970021683061,0.5814837058057234,0.0933,0.056,0.9841,0.08,0.0345,0.3333,0.0384,0.0822,0.0016,0.0945,0.0581,0.9841,0.0806,0.0345,0.3333,0.0392,0.0857,0.0017,0.0942,0.056,0.9841,0.08,0.0345,0.3333,0.039,0.0837,0.0016,0.1021,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
127089,0,0,0,0,1,0,126000.0,237024.0,18855.0,180000.0,0.025164,-11935,-976,-2787.0,-4526,1,1,0,1,1,0,2.0,2,2,8,0,0,0,0,0,0,0.5497674647354829,0.1535705728980404,0.7801436381572275,0.0619,0.0628,0.9722,0.0,0.1034,0.1667,0.0369,0.0461,0.0101,0.063,0.0652,0.9722,0.0,0.1034,0.1667,0.0378,0.048,0.0106,0.0625,0.0628,0.9722,0.0,0.1034,0.1667,0.0376,0.0469,0.0103,0.0418,0,11.0,0.0,10.0,0.0,-2058.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
354619,1,0,0,1,1,0,234000.0,1154520.0,45913.5,1062000.0,0.020713,-21489,-858,-9968.0,-4699,1,1,1,1,1,0,2.0,3,2,7,0,0,0,0,0,0,0.9036087594365216,0.6298377891357363,0.6413682574954046,0.2186,0.1547,0.9776,0.16,0.1379,0.3333,0.0757,0.21,0.0188,0.2227,0.1606,0.9777,0.1611,0.1379,0.3333,0.0775,0.2188,0.0199,0.2207,0.1547,0.9776,0.16,0.1379,0.3333,0.077,0.2138,0.0192,0.1787,0,0.0,0.0,0.0,0.0,-1236.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
279780,0,1,0,0,1,0,180000.0,247500.0,12375.0,247500.0,0.0196889999999999,-15655,-1573,-7568.0,-4531,1,1,0,1,0,0,1.0,2,2,10,0,0,0,0,0,0,0.4147447190495985,0.4791632186379803,0.6041125998015721,0.0186,0.0177,0.9707,0.0,0.069,0.0833,0.0182,0.0185,0.0,0.0189,0.0184,0.9707,0.0,0.069,0.0833,0.0186,0.0193,0.0,0.0187,0.0177,0.9707,0.0,0.069,0.0833,0.0185,0.0189,0.0,0.0146,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
403338,0,1,1,1,1,0,450000.0,495000.0,24750.0,495000.0,0.018801,-15661,365243,-5775.0,-5624,1,0,0,1,0,0,2.0,2,2,8,0,0,0,0,0,0,0.4023250516206556,0.375401360414752,0.6479768603302221,0.1031,0.078,0.9757,0.0,0.1724,0.1667,0.0221,0.0674,0.0,0.105,0.0809,0.9757,0.0,0.1724,0.1667,0.0226,0.0702,0.0,0.1041,0.078,0.9757,0.0,0.1724,0.1667,0.0224,0.0686,0.0,0.0698,0,0.0,0.0,0.0,0.0,-353.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,7.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
429363,0,0,1,0,1,0,270000.0,539100.0,27522.0,450000.0,0.01885,-15325,-910,-6312.0,-4703,1,1,0,1,0,0,2.0,2,2,20,0,0,0,0,1,1,0.2726552913667052,0.5813310669697719,0.4083588531230431,0.1227,0.0986,0.9806,0.0,0.2759,0.1667,0.0424,0.1034,0.0,0.125,0.1023,0.9806,0.0,0.2759,0.1667,0.0433,0.1077,0.0,0.1239,0.0986,0.9806,0.0,0.2759,0.1667,0.0431,0.1052,0.0,0.09,0,0.0,0.0,0.0,0.0,-1712.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
333920,0,0,0,0,1,0,135000.0,848745.0,37516.5,675000.0,0.0196889999999999,-16706,-1065,-3270.0,-252,1,1,0,1,0,0,1.0,2,2,13,0,0,0,0,0,0,0.5374364653702999,0.5014615404952049,0.5762088360175724,0.1309,0.0,0.9767,0.0,0.1034,0.1667,0.0949,0.1027,0.0318,0.1334,0.0,0.9767,0.0,0.1034,0.1667,0.0971,0.107,0.0336,0.1322,0.0,0.9767,0.0,0.1034,0.1667,0.0965,0.1045,0.0324,0.1003,0,3.0,0.0,3.0,0.0,-2040.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
243925,1,0,0,0,1,0,67500.0,190764.0,15201.0,157500.0,0.025164,-10270,-127,-1163.0,-2925,1,1,0,1,0,1,1.0,2,2,12,0,0,0,0,0,0,0.3317224174209058,0.2433347946801412,0.4223696523543468,0.0567,0.0272,0.9722,0.0,0.0917,0.1667,0.0395,0.0422,0.0076,0.0431,0.0193,0.9722,0.0,0.069,0.1667,0.0219,0.0328,0.0023,0.0448,0.0264,0.9722,0.0,0.069,0.1667,0.0286,0.0335,0.0029,0.0317,0,0.0,0.0,0.0,0.0,-2368.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
384746,1,0,0,1,1,0,135000.0,1078200.0,31653.0,900000.0,0.035792,-17769,-2889,-10176.0,-1316,1,1,0,1,0,0,2.0,2,2,16,0,0,0,0,0,0,0.6937388156221945,0.6941523845686599,0.6496203111237195,0.1876,0.1459,0.9831,0.2,0.1724,0.3333,0.1341,0.1965,0.0088,0.1912,0.1514,0.9831,0.2014,0.1724,0.3333,0.1372,0.2047,0.0093,0.1894,0.1459,0.9831,0.2,0.1724,0.3333,0.1365,0.2,0.009,0.1565,0,0.0,0.0,0.0,0.0,-2504.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
257323,0,0,1,0,1,0,121500.0,168102.0,17964.0,148500.0,0.025164,-9878,-448,-2077.0,-2077,1,1,0,1,0,0,1.0,2,2,9,0,0,0,0,0,0,0.4527533674765247,0.6278626058832677,0.7407990879702335,0.0371,0.077,0.9598,0.0,0.2414,0.0833,0.037,0.0187,0.0,0.0378,0.0799,0.9598,0.0,0.2414,0.0833,0.0378,0.0195,0.0,0.0375,0.077,0.9598,0.0,0.2414,0.0833,0.0376,0.019,0.0,0.0255,0,0.0,0.0,0.0,0.0,-1116.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
141117,0,0,1,1,1,0,315000.0,1096020.0,46566.0,900000.0,0.007114,-18096,-6648,-8949.0,-1650,1,1,0,0,0,0,2.0,2,2,10,0,0,0,0,0,0,0.7088956088453199,0.6685778978760261,0.3825018041447388,0.2443,0.1779,0.9876,0.28,0.2414,0.3333,0.1449,0.0256,0.0758,0.2489,0.1846,0.9876,0.282,0.2414,0.3333,0.1482,0.0267,0.0803,0.2467,0.1779,0.9876,0.28,0.2414,0.3333,0.1474,0.0261,0.0774,0.2181,0,0.0,0.0,0.0,0.0,-2029.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
192644,0,0,0,0,1,0,90000.0,675000.0,19867.5,675000.0,0.010966,-19973,-12917,-4823.0,-3361,1,1,0,1,0,0,1.0,2,2,11,0,0,0,0,0,0,0.6779060775965687,0.6690816314949979,0.7958031328748403,0.0227,0.0,0.9791,0.0,0.1034,0.0833,0.0279,0.0179,0.0,0.0231,0.0,0.9791,0.0,0.1034,0.0833,0.0285,0.0186,0.0,0.0229,0.0,0.9791,0.0,0.1034,0.0833,0.0283,0.0182,0.0,0.0141,0,0.0,0.0,0.0,0.0,-886.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
197592,0,0,0,1,0,0,382500.0,900000.0,47952.0,900000.0,0.04622,-18096,-3031,-3747.0,-1608,1,1,1,1,1,0,1.0,1,1,16,0,1,1,0,1,1,0.8385555151796656,0.7655927584505858,0.4066174366275036,0.2443,0.1594,0.994,0.12,0.1034,0.375,0.0,0.2897,0.0,0.2489,0.1654,0.994,0.1208,0.1034,0.375,0.0,0.3019,0.0,0.2467,0.1594,0.994,0.12,0.1034,0.375,0.0,0.2949,0.0,0.2382,0,0.0,0.0,0.0,0.0,-2364.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
428262,0,0,0,0,0,1,180000.0,640080.0,31131.0,450000.0,0.072508,-10313,-2764,-4823.0,-1169,1,1,0,1,1,0,3.0,1,1,19,0,0,0,0,0,0,0.124942022171537,0.743228275317265,0.5954562029091491,0.0773,0.0626,0.9742,0.0,0.1724,0.1667,0.0,0.0651,0.0004,0.0788,0.065,0.9742,0.0,0.1724,0.1667,0.0,0.0678,0.0005,0.0781,0.0626,0.9742,0.0,0.1724,0.1667,0.0,0.0663,0.0004,0.0591,0,0.0,0.0,0.0,0.0,-2035.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
229528,0,0,0,1,0,0,270000.0,248760.0,24601.5,225000.0,0.04622,-10428,-2064,-6730.0,-3105,1,1,1,1,1,0,1.0,1,1,8,0,0,0,0,0,0,0.7460564320311748,0.6893871755415619,0.7281412993111438,0.0691,0.0844,0.9762,0.0,0.1379,0.1667,0.0902,0.0646,0.0111,0.0704,0.0876,0.9762,0.0,0.1379,0.1667,0.0923,0.0673,0.0118,0.0697,0.0844,0.9762,0.0,0.1379,0.1667,0.0918,0.0658,0.0114,0.0533,0,2.0,0.0,2.0,0.0,-1820.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
261281,0,0,1,1,1,0,157500.0,225000.0,26703.0,225000.0,0.026392,-17026,-857,-722.0,-554,1,1,0,1,0,0,1.0,2,2,12,0,0,0,0,0,0,0.5316588976795549,0.6701846142979757,0.2164029605152194,0.0649,0.0616,0.9856,0.0,0.1724,0.1667,0.1133,0.066,0.0294,0.0662,0.0639,0.9856,0.0,0.1724,0.1667,0.1159,0.0687,0.0311,0.0656,0.0616,0.9856,0.0,0.1724,0.1667,0.1153,0.0672,0.03,0.0509,0,7.0,5.0,7.0,3.0,-1506.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,3.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
455975,0,0,0,0,1,0,360000.0,673875.0,19309.5,562500.0,0.008019,-23082,365243,-8946.0,-4089,1,0,0,1,1,0,2.0,2,2,15,0,0,0,0,0,0,0.8270649662014776,0.5599517955910674,0.6127042441012546,0.1082,0.0909,0.9876,0.12,0.1034,0.3333,0.0712,0.1139,0.0442,0.1103,0.0943,0.9876,0.1208,0.1034,0.3333,0.0729,0.1187,0.0468,0.1093,0.0909,0.9876,0.12,0.1034,0.3333,0.0725,0.116,0.0451,0.143,0,0.0,0.0,0.0,0.0,-1996.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
